ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsivity,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
0951,Ag1,F,Ed7,US,WH,S42,S40,S49,S40,S37,I3,SS07,CL6,CL2,CL0,CL3,CL6,CL4,CL6,CL2,CL0,CL3,CL2,CL2,CL3,CL6,CL0,CL4,CL3,CL0,CL3
0952,Ag1,F,Ed5,US,WH,S25,S42,S57,S47,S41,I9,SS10,CL3,CL3,CL0,CL0,CL4,CL6,CL5,CL3,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL3,CL3,CL0,CL0
0953,Ag1,M,Ed5,US,WH,S40,S41,S48,S41,S40,I8,SS08,CL5,CL5,CL0,CL3,CL5,CL6,CL4,CL3,CL0,CL5,CL0,CL3,CL3,CL5,CL3,CL3,CL6,CL0,CL0
0954,Ag2,F,Ed7,UK,WH,S46,S33,S46,S41,S29,I5,SS08,CL5,CL0,CL0,CL0,CL6,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL0,CL2
0955,Ag1,M,Ed5,OT,WH,S49,S34,S44,S42,S36,I2,SS02,CL0,CL0,CL0,CL0,CL5,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL2,CL0,CL0
0956,Ag1,M,Ed6,US,WH,S53,S36,S46,S33,S20,I8,SS09,CL4,CL5,CL2,CL4,CL5,CL6,CL5,CL4,CL2,CL3,CL4,CL0,CL3,CL0,CL4,CL2,CL6,CL0,CL2
0957,Ag4,M,Ed7,US,WH,S25,S36,S42,S44,S45,I2,SS03,CL5,CL6,CL1,CL2,CL6,CL3,CL0,CL1,CL1,CL0,CL1,CL0,CL5,CL1,CL0,CL1,CL1,CL0,CL0
0958,Ag3,M,Ed6,UK,WH,S23,S38,S47,S51,S50,I2,SS02,CL6,CL0,CL5,CL0,CL6,CL6,CL6,CL3,CL0,CL6,CL0,CL6,CL3,CL1,CL0,CL1,CL5,CL0,CL0
0959,Ag1,M,Ed5,OT,WH,S33,S50,S46,S35,S54,I3,SS08,CL5,CL0,CL0,CL0,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
0960,Ag1,F,Ed7,OT,WH,S36,S41,S55,S50,S37,I5,SS04,CL5,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL2,CL0,CL0
0961,Ag4,F,Ed5,US,WH,S35,S35,S51,S55,S39,I3,SS05,CL5,CL6,CL0,CL1,CL6,CL5,CL4,CL1,CL1,CL2,CL1,CL0,CL0,CL1,CL2,CL3,CL1,CL0,CL0
0962,Ag1,M,Ed6,AU,WH,S39,S46,S53,S45,S40,I8,SS10,CL5,CL3,CL5,CL0,CL5,CL4,CL6,CL3,CL0,CL5,CL0,CL4,CL3,CL3,CL0,CL0,CL5,CL0,CL0
0963,Ag2,M,Ed5,US,WH,S32,S42,S57,S48,S33,I6,SS07,CL5,CL3,CL0,CL5,CL6,CL2,CL5,CL3,CL3,CL0,CL5,CL0,CL0,CL2,CL3,CL2,CL6,CL0,CL0
0964,Ag3,M,Ed5,UK,WH,S42,S26,S46,S44,S42,I4,SS09,CL5,CL3,CL2,CL5,CL6,CL6,CL5,CL3,CL5,CL4,CL6,CL0,CL0,CL2,CL5,CL3,CL6,CL0,CL1
0965,Ag1,M,Ed5,US,WH,S27,S48,S43,S48,S44,I3,SS07,CL5,CL3,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL4,CL0,CL0,CL3,CL5,CL0,CL4,CL3,CL0,CL0
0966,Ag2,F,Ed8,US,WH,S25,S40,S51,S46,S40,I4,SS07,CL5,CL1,CL0,CL3,CL6,CL6,CL6,CL2,CL2,CL3,CL0,CL0,CL2,CL0,CL5,CL2,CL5,CL0,CL0
0967,Ag1,M,Ed8,UK,WH,S27,S47,S46,S45,S45,I4,SS09,CL5,CL2,CL3,CL4,CL6,CL6,CL4,CL4,CL0,CL5,CL0,CL3,CL3,CL2,CL0,CL2,CL6,CL0,CL3
0968,Ag1,F,Ed5,US,WH,S30,S42,S50,S50,S44,I2,SS04,CL4,CL3,CL1,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL1,CL3,CL4,CL0,CL1
0969,Ag1,F,Ed5,US,WH,S33,S41,S57,S52,S39,I7,SS09,CL5,CL0,CL0,CL2,CL6,CL5,CL6,CL2,CL0,CL3,CL0,CL0,CL2,CL3,CL0,CL5,CL5,CL0,CL3
0970,Ag1,M,Ed5,US,BL,S22,S48,S53,S33,S48,I3,SS08,CL6,CL0,CL0,CL0,CL3,CL5,CL3,CL3,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL3,CL4,CL0,CL0
0971,Ag5,M,Ed9,OT,OT,S20,S48,S50,S50,S47,I5,SS06,CL6,CL1,CL1,CL1,CL6,CL3,CL6,CL1,CL0,CL0,CL1,CL0,CL1,CL1,CL3,CL3,CL4,CL0,CL1
0972,Ag3,F,Ed7,CA,WH,S38,S40,S45,S39,S38,I6,SS08,CL5,CL1,CL0,CL0,CL4,CL6,CL5,CL4,CL0,CL4,CL0,CL3,CL5,CL5,CL0,CL4,CL5,CL0,CL0
0973,Ag2,M,Ed5,CA,WH,S40,S28,S50,S36,S48,I3,SS07,CL6,CL4,CL0,CL0,CL6,CL6,CL4,CL3,CL0,CL4,CL0,CL3,CL4,CL4,CL0,CL4,CL6,CL0,CL0
0974,Ag1,M,Ed5,US,WH,S50,S31,S38,S44,S38,I2,SS07,CL6,CL0,CL0,CL2,CL6,CL4,CL4,CL4,CL0,CL4,CL0,CL3,CL0,CL3,CL3,CL3,CL6,CL0,CL0
0975,Ag1,M,Ed5,US,WH,S20,S53,S54,S52,S46,I2,SS10,CL6,CL2,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL3,CL6,CL0,CL0
0976,Ag1,M,Ed5,US,WH,S48,S40,S53,S35,S36,I5,SS10,CL5,CL0,CL0,CL0,CL2,CL6,CL4,CL0,CL0,CL3,CL0,CL0,CL2,CL3,CL0,CL0,CL5,CL0,CL0
0977,Ag6,M,Ed8,US,WH,S18,S40,S50,S48,S47,I5,SS04,CL1,CL0,CL0,CL0,CL1,CL1,CL1,CL0,CL0,CL1,CL0,CL0,CL1,CL1,CL0,CL0,CL1,CL0,CL0
0978,Ag1,M,Ed5,US,WH,S30,S47,S51,S47,S42,I3,SS04,CL0,CL2,CL0,CL3,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL6,CL0,CL4,CL5,CL0,CL0,CL0
0979,Ag3,F,Ed8,UK,WH,S30,S49,S37,S53,S39,I7,SS09,CL5,CL4,CL2,CL2,CL6,CL3,CL6,CL5,CL0,CL5,CL0,CL0,CL2,CL3,CL0,CL3,CL6,CL0,CL0
0980,Ag4,F,Ed5,US,WH,S48,S32,S43,S42,S47,I2,SS05,CL6,CL1,CL1,CL4,CL6,CL6,CL6,CL3,CL2,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
0981,Ag2,F,Ed9,US,AS,S42,S41,S51,S39,S40,I2,SS03,CL4,CL1,CL2,CL2,CL5,CL6,CL6,CL2,CL1,CL3,CL0,CL1,CL2,CL1,CL1,CL2,CL3,CL0,CL1
0982,Ag1,M,Ed5,OT,WH,S40,S39,S47,S38,S45,I3,SS06,CL4,CL0,CL0,CL4,CL4,CL6,CL5,CL5,CL3,CL3,CL0,CL0,CL0,CL3,CL5,CL3,CL6,CL0,CL3
0983,Ag1,M,Ed5,UK,WH,S46,S47,S38,S37,S34,I6,SS09,CL6,CL6,CL3,CL4,CL6,CL5,CL6,CL6,CL0,CL4,CL0,CL0,CL6,CL0,CL6,CL0,CL6,CL0,CL2
0984,Ag2,F,Ed7,US,WH,S42,S39,S57,S31,S49,I5,SS09,CL5,CL1,CL0,CL6,CL6,CL5,CL6,CL3,CL3,CL0,CL3,CL1,CL0,CL1,CL6,CL1,CL6,CL0,CL4
0985,Ag1,M,Ed5,US,WH,S34,S39,S54,S49,S41,I6,SS10,CL6,CL3,CL0,CL3,CL6,CL6,CL5,CL2,CL0,CL3,CL0,CL0,CL2,CL4,CL5,CL3,CL6,CL0,CL2
0986,Ag1,M,Ed5,OT,WH,S34,S42,S54,S40,S35,I5,SS09,CL5,CL3,CL3,CL0,CL6,CL6,CL4,CL3,CL0,CL4,CL0,CL0,CL2,CL0,CL0,CL4,CL6,CL0,CL0
0987,Ag1,M,Ed6,US,WH,S43,S34,S41,S40,S44,I6,SS06,CL5,CL6,CL0,CL6,CL6,CL6,CL3,CL3,CL0,CL3,CL6,CL0,CL2,CL4,CL6,CL3,CL0,CL0,CL0
0988,Ag2,M,Ed5,US,WH,S52,S44,S49,S34,S25,I7,SS09,CL4,CL0,CL0,CL4,CL6,CL6,CL4,CL2,CL2,CL3,CL0,CL0,CL3,CL2,CL4,CL3,CL5,CL0,CL0
0989,Ag1,M,Ed5,US,WH,S46,S29,S49,S43,S35,I2,SS06,CL4,CL3,CL0,CL6,CL5,CL6,CL6,CL5,CL0,CL6,CL0,CL0,CL3,CL0,CL4,CL0,CL6,CL0,CL0
0990,Ag2,M,Ed7,US,WH,S28,S40,S47,S36,S40,I7,SS09,CL5,CL6,CL0,CL4,CL6,CL4,CL4,CL3,CL5,CL3,CL2,CL1,CL3,CL1,CL5,CL1,CL6,CL0,CL2
0991,Ag1,M,Ed5,US,WH,S52,S36,S56,S44,S39,I6,SS09,CL6,CL4,CL2,CL6,CL6,CL6,CL5,CL4,CL3,CL2,CL6,CL0,CL3,CL0,CL4,CL2,CL6,CL0,CL2
0992,Ag1,M,Ed5,AU,WH,S39,S51,S48,S38,S28,I8,SS10,CL5,CL4,CL5,CL3,CL6,CL6,CL6,CL3,CL0,CL4,CL0,CL0,CL5,CL0,CL4,CL5,CL6,CL0,CL0
0993,Ag5,M,Ed6,OT,WH,S28,S42,S50,S44,S42,I3,SS05,CL3,CL1,CL0,CL2,CL6,CL4,CL5,CL3,CL0,CL1,CL1,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL1
0994,Ag2,M,Ed7,UK,WH,S25,S45,S55,S56,S49,I3,SS07,CL5,CL2,CL2,CL2,CL6,CL5,CL5,CL3,CL0,CL3,CL0,CL2,CL3,CL3,CL0,CL3,CL4,CL0,CL0
0995,Ag1,M,Ed5,US,WH,S41,S45,S51,S49,S36,I5,SS09,CL5,CL5,CL0,CL3,CL6,CL6,CL6,CL3,CL2,CL2,CL2,CL0,CL4,CL2,CL2,CL3,CL6,CL0,CL3
0996,Ag1,M,Ed8,OT,WH,S28,S38,S44,S37,S41,I5,SS08,CL5,CL0,CL0,CL4,CL4,CL6,CL5,CL0,CL0,CL4,CL0,CL4,CL4,CL3,CL0,CL3,CL6,CL0,CL0
0997,Ag1,M,Ed8,UK,WH,S28,S46,S43,S46,S47,I6,SS08,CL5,CL2,CL2,CL4,CL5,CL4,CL4,CL4,CL0,CL3,CL0,CL3,CL3,CL2,CL0,CL2,CL5,CL0,CL5
0998,Ag2,M,Ed8,UK,WH,S47,S38,S52,S39,S48,I3,SS06,CL6,CL0,CL2,CL5,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0
0999,Ag2,F,Ed9,US,WH,S26,S45,S44,S42,S48,I3,SS04,CL3,CL6,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL2,CL2,CL0,CL2,CL4,CL0,CL0
1000,Ag1,M,Ed5,US,WH,S29,S43,S45,S44,S51,I2,SS02,CL4,CL3,CL3,CL2,CL5,CL3,CL3,CL3,CL0,CL3,CL4,CL3,CL3,CL3,CL2,CL3,CL6,CL0,CL0
1001,Ag1,M,Ed2,NZ,WH,S48,S32,S44,S42,S37,I7,SS08,CL5,CL0,CL3,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL0,CL0,CL0,CL0,CL0
1002,Ag1,M,Ed5,US,WH,S35,S46,S37,S27,S35,I7,SS10,CL5,CL6,CL1,CL5,CL5,CL6,CL4,CL3,CL0,CL3,CL4,CL0,CL6,CL2,CL0,CL2,CL6,CL0,CL0
1003,Ag4,F,Ed5,OT,WH,S32,S41,S47,S46,S47,I1,SS02,CL4,CL1,CL0,CL1,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL6,CL0,CL0
1004,Ag1,M,Ed5,OT,WH,S55,S27,S44,S33,S44,I1,SS04,CL3,CL0,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL3,CL3,CL0,CL0
1005,Ag1,M,Ed4,CA,WH,S53,S23,S38,S40,S17,I3,SS02,CL5,CL0,CL0,CL3,CL6,CL6,CL2,CL0,CL0,CL0,CL0,CL4,CL3,CL0,CL3,CL0,CL5,CL0,CL3
1006,Ag1,M,Ed4,US,WB,S44,S29,S33,S43,S29,I7,SS09,CL5,CL3,CL0,CL6,CL6,CL5,CL4,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL6,CL0,CL4
1007,Ag1,F,Ed4,US,WH,S53,S33,S52,S44,S35,I2,SS04,CL3,CL0,CL0,CL0,CL4,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL3
1008,Ag1,M,Ed5,US,WH,S35,S41,S56,S49,S42,I4,SS07,CL4,CL0,CL0,CL0,CL4,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL3,CL3,CL3,CL0,CL0
1009,Ag4,M,Ed8,OT,WH,S42,S31,S42,S40,S33,I3,SS05,CL6,CL6,CL2,CL2,CL4,CL3,CL6,CL1,CL0,CL1,CL0,CL0,CL3,CL2,CL0,CL2,CL6,CL0,CL3
1010,Ag1,F,Ed4,UK,WH,S48,S46,S49,S41,S40,I5,SS07,CL5,CL6,CL0,CL4,CL4,CL3,CL3,CL0,CL0,CL4,CL0,CL5,CL5,CL0,CL0,CL0,CL3,CL0,CL0
1011,Ag4,M,Ed7,US,WH,S29,S40,S46,S43,S45,I0,SS04,CL6,CL0,CL1,CL3,CL4,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1012,Ag1,F,Ed5,US,WH,S30,S49,S57,S51,S36,I4,SS10,CL6,CL0,CL0,CL3,CL6,CL6,CL6,CL2,CL0,CL4,CL0,CL0,CL3,CL0,CL0,CL0,CL4,CL0,CL0
1013,Ag2,M,Ed5,US,WH,S53,S31,S49,S38,S31,I4,SS02,CL6,CL6,CL0,CL6,CL5,CL4,CL5,CL3,CL3,CL0,CL2,CL0,CL6,CL2,CL6,CL2,CL6,CL0,CL4
1014,Ag1,M,Ed5,US,WH,S42,S42,S47,S44,S41,I4,SS08,CL5,CL4,CL0,CL6,CL6,CL5,CL6,CL3,CL0,CL3,CL0,CL4,CL3,CL3,CL3,CL3,CL6,CL0,CL0
1015,Ag2,M,Ed5,US,WH,S28,S53,S52,S46,S37,I8,SS10,CL5,CL3,CL0,CL3,CL6,CL3,CL4,CL3,CL3,CL3,CL2,CL3,CL6,CL3,CL2,CL5,CL6,CL0,CL0
1016,Ag4,M,Ed7,US,WH,S25,S44,S59,S48,S50,I1,SS06,CL1,CL6,CL1,CL6,CL6,CL4,CL6,CL1,CL1,CL5,CL1,CL0,CL6,CL1,CL6,CL2,CL6,CL0,CL0
1017,Ag1,M,Ed6,OT,WH,S18,S55,S57,S44,S52,I4,SS08,CL6,CL0,CL0,CL0,CL6,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL0
1018,Ag2,M,Ed5,US,WH,S39,S20,S40,S32,S22,I6,SS06,CL6,CL4,CL0,CL3,CL6,CL6,CL5,CL2,CL2,CL2,CL2,CL5,CL6,CL3,CL5,CL4,CL3,CL0,CL0
1019,Ag1,F,Ed4,UK,WH,S32,S31,S39,S46,S49,I2,SS00,CL5,CL0,CL0,CL0,CL6,CL3,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL0
1020,Ag2,M,Ed4,OT,WH,S38,S50,S48,S33,S42,I3,SS08,CL0,CL4,CL1,CL2,CL6,CL6,CL5,CL2,CL0,CL6,CL0,CL5,CL4,CL6,CL0,CL2,CL0,CL0,CL1
1021,Ag3,F,Ed5,US,WH,S45,S30,S36,S40,S36,I4,SS00,CL3,CL6,CL0,CL0,CL6,CL5,CL5,CL3,CL0,CL0,CL5,CL0,CL4,CL0,CL0,CL0,CL6,CL0,CL0
1022,Ag1,M,Ed7,US,WH,S37,S33,S53,S30,S47,I3,SS04,CL6,CL3,CL0,CL3,CL5,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL2,CL3,CL3,CL0,CL2
1023,Ag1,F,Ed5,UK,WH,S55,S19,S38,S40,S23,I2,SS03,CL5,CL0,CL0,CL0,CL2,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1024,Ag1,M,Ed4,AU,WH,S49,S39,S56,S37,S39,I3,SS06,CL5,CL0,CL0,CL0,CL4,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL6,CL4,CL0,CL4,CL2,CL0,CL0
1025,Ag1,M,Ed5,US,WH,S29,S38,S53,S36,S23,I7,SS08,CL6,CL4,CL0,CL0,CL6,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL5,CL0,CL4,CL0,CL0
1026,Ag1,F,Ed4,US,OT,S39,S32,S49,S47,S37,I6,SS06,CL4,CL6,CL0,CL5,CL6,CL3,CL5,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL3,CL3,CL3,CL0,CL3
1027,Ag1,F,Ed7,US,WH,S25,S33,S41,S41,S39,I3,SS04,CL5,CL0,CL0,CL0,CL2,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0
1028,Ag4,M,Ed9,US,WH,S37,S42,S49,S37,S42,I4,SS07,CL2,CL0,CL2,CL2,CL6,CL2,CL6,CL0,CL0,CL2,CL2,CL0,CL0,CL2,CL2,CL2,CL0,CL0,CL2
1029,Ag3,F,Ed7,US,AS,S42,S42,S43,S43,S46,I7,SS09,CL5,CL2,CL2,CL2,CL6,CL3,CL4,CL1,CL1,CL3,CL1,CL1,CL0,CL1,CL0,CL1,CL5,CL0,CL1
1030,Ag1,F,Ed8,US,WH,S32,S45,S50,S47,S50,I3,SS10,CL5,CL3,CL0,CL0,CL5,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL2,CL4,CL4,CL4,CL4,CL0,CL5
1031,Ag1,F,Ed7,UK,WH,S41,S33,S40,S36,S39,I3,SS07,CL5,CL2,CL2,CL3,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL5,CL0,CL2
1032,Ag1,M,Ed5,AU,WH,S29,S42,S50,S50,S42,I4,SS08,CL3,CL4,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL5,CL0,CL0
1033,Ag2,M,Ed5,UK,WH,S38,S30,S45,S36,S31,I7,SS07,CL3,CL2,CL1,CL3,CL3,CL2,CL4,CL2,CL1,CL2,CL2,CL0,CL2,CL1,CL1,CL1,CL6,CL0,CL1
1034,Ag1,M,Ed5,US,WH,S38,S35,S47,S39,S40,I4,SS07,CL6,CL3,CL0,CL0,CL6,CL6,CL6,CL3,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL3,CL3,CL0,CL0
1035,Ag1,F,Ed5,UK,WH,S48,S36,S49,S39,S34,I5,SS10,CL6,CL3,CL0,CL2,CL6,CL6,CL5,CL3,CL0,CL4,CL0,CL0,CL4,CL0,CL0,CL0,CL6,CL0,CL1
1036,Ag1,M,Ed6,UK,WH,S41,S43,S57,S43,S38,I5,SS08,CL6,CL3,CL3,CL0,CL6,CL3,CL4,CL3,CL0,CL4,CL0,CL4,CL3,CL0,CL0,CL0,CL6,CL0,CL0
1037,Ag1,F,Ed5,US,WH,S41,S45,S52,S42,S40,I7,SS09,CL6,CL0,CL3,CL2,CL6,CL6,CL4,CL3,CL0,CL4,CL3,CL3,CL3,CL4,CL2,CL4,CL6,CL0,CL2
1038,Ag2,M,Ed5,US,WH,S19,S43,S50,S47,S47,I1,SS03,CL4,CL4,CL0,CL4,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL2,CL5,CL0,CL1
1039,Ag3,F,Ed8,US,WH,S48,S29,S46,S58,S36,I3,SS00,CL6,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0
1040,Ag1,F,Ed5,US,WH,S38,S34,S51,S56,S49,I5,SS09,CL5,CL0,CL0,CL3,CL6,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL3
1041,Ag1,M,Ed5,US,WH,S43,S39,S50,S38,S45,I2,SS06,CL6,CL3,CL0,CL6,CL6,CL6,CL6,CL4,CL0,CL3,CL0,CL0,CL6,CL0,CL5,CL0,CL6,CL0,CL3
1042,Ag3,F,Ed8,UK,WH,S42,S39,S32,S42,S34,I6,SS07,CL6,CL1,CL0,CL2,CL6,CL1,CL3,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL1
1043,Ag3,M,Ed7,UK,WH,S38,S24,S31,S34,S31,I8,SS08,CL6,CL0,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1044,Ag2,M,Ed5,OT,WH,S46,S36,S47,S49,S38,I6,SS05,CL5,CL3,CL2,CL2,CL6,CL5,CL5,CL3,CL4,CL2,CL0,CL5,CL3,CL5,CL0,CL3,CL6,CL0,CL0
1045,Ag2,F,Ed8,UK,WH,S45,S37,S36,S48,S37,I1,SS04,CL6,CL0,CL0,CL0,CL6,CL3,CL6,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1046,Ag1,M,Ed5,UK,WH,S43,S48,S55,S49,S35,I7,SS09,CL6,CL3,CL0,CL0,CL6,CL5,CL6,CL3,CL0,CL0,CL0,CL3,CL3,CL0,CL3,CL3,CL6,CL0,CL0
1047,Ag2,F,Ed8,US,WH,S49,S48,S57,S26,S32,I7,SS09,CL5,CL0,CL0,CL5,CL6,CL3,CL4,CL5,CL0,CL1,CL3,CL1,CL4,CL1,CL5,CL0,CL0,CL0,CL1
1048,Ag1,M,Ed5,US,WH,S48,S31,S49,S43,S44,I1,SS01,CL5,CL3,CL0,CL4,CL5,CL3,CL5,CL2,CL0,CL2,CL0,CL2,CL2,CL2,CL3,CL0,CL3,CL0,CL1
1049,Ag1,M,Ed8,UK,WH,S23,S55,S49,S38,S46,I6,SS10,CL6,CL0,CL0,CL3,CL6,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL6,CL0,CL0
1050,Ag1,M,Ed6,UK,WH,S25,S44,S46,S45,S38,I3,SS04,CL5,CL0,CL0,CL0,CL6,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
1051,Ag1,F,Ed5,US,WH,S46,S43,S55,S53,S37,I6,SS08,CL5,CL3,CL0,CL3,CL6,CL5,CL4,CL3,CL0,CL5,CL0,CL3,CL2,CL3,CL0,CL3,CL5,CL0,CL3
1052,Ag2,M,Ed9,OT,WH,S22,S39,S51,S30,S44,I4,SS09,CL5,CL2,CL2,CL3,CL6,CL5,CL3,CL4,CL0,CL5,CL0,CL0,CL0,CL0,CL2,CL0,CL1,CL0,CL1
1053,Ag1,M,Ed5,US,WH,S29,S37,S39,S41,S40,I3,SS05,CL5,CL0,CL0,CL3,CL6,CL6,CL4,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL4,CL6,CL0,CL2
1054,Ag1,M,Ed4,CA,WH,S48,S36,S35,S30,S26,I7,SS10,CL6,CL5,CL0,CL4,CL5,CL5,CL5,CL6,CL0,CL4,CL5,CL0,CL4,CL3,CL5,CL3,CL6,CL0,CL0
1055,Ag1,F,Ed5,US,WH,S40,S36,S49,S41,S39,I3,SS05,CL5,CL0,CL0,CL2,CL4,CL6,CL4,CL2,CL0,CL2,CL0,CL0,CL2,CL2,CL0,CL3,CL3,CL0,CL0
1056,Ag2,M,Ed2,UK,WH,S28,S48,S56,S39,S46,I4,SS07,CL6,CL2,CL2,CL4,CL5,CL4,CL5,CL2,CL0,CL4,CL0,CL4,CL3,CL6,CL0,CL3,CL6,CL0,CL6
1057,Ag2,F,Ed5,US,WH,S38,S39,S51,S47,S51,I1,SS02,CL4,CL2,CL2,CL3,CL5,CL5,CL4,CL2,CL2,CL2,CL0,CL0,CL2,CL0,CL2,CL2,CL2,CL0,CL1
1058,Ag3,F,Ed4,US,WH,S39,S31,S38,S31,S31,I4,SS07,CL4,CL5,CL0,CL3,CL5,CL4,CL5,CL2,CL0,CL0,CL0,CL0,CL6,CL1,CL2,CL1,CL3,CL0,CL1
1059,Ag1,M,Ed7,US,WH,S43,S32,S37,S40,S39,I5,SS07,CL5,CL4,CL0,CL4,CL6,CL6,CL3,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL3,CL0,CL0,CL0
1060,Ag1,M,Ed5,US,WH,S30,S39,S51,S49,S40,I2,SS07,CL5,CL0,CL0,CL0,CL6,CL5,CL5,CL0,CL0,CL3,CL0,CL0,CL5,CL5,CL3,CL0,CL3,CL0,CL0
1061,Ag4,F,Ed8,OT,WH,S30,S40,S56,S47,S48,I1,SS04,CL5,CL1,CL1,CL0,CL2,CL1,CL6,CL1,CL0,CL0,CL1,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
1062,Ag1,F,Ed4,US,OT,S33,S44,S36,S44,S47,I7,SS06,CL2,CL0,CL0,CL0,CL4,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1063,Ag1,F,Ed7,US,BA,S48,S52,S56,S42,S38,I7,SS09,CL5,CL0,CL0,CL3,CL5,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL4,CL0,CL0,CL0
1064,Ag2,M,Ed5,US,WH,S21,S39,S52,S33,S45,I3,SS06,CL5,CL2,CL0,CL2,CL4,CL6,CL5,CL2,CL2,CL4,CL0,CL0,CL0,CL3,CL0,CL3,CL5,CL0,CL2
1065,Ag2,M,Ed8,OT,OT,S29,S44,S56,S47,S46,I3,SS09,CL5,CL4,CL3,CL3,CL6,CL6,CL6,CL2,CL0,CL2,CL0,CL0,CL3,CL3,CL0,CL4,CL6,CL0,CL1
1066,Ag1,M,Ed5,US,WH,S13,S43,S54,S50,S33,I6,SS08,CL4,CL0,CL0,CL0,CL4,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL0,CL0,CL5,CL0,CL0
